genre,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
Country,King Calaway,Rivers,4VjYCU2dAUNtCDyjDz87F6,42,0.00618,0.59,177707,0.645,0,D,0.0585,-6.337,Major,0.027,105.952,4-Apr,0.463
Anime,Kenshi Yonezu,Peace Sign,5aHfGUxRec6c41luxkDqhX,64,0.00221,0.594,238533,0.935,0,A#,0.315,-3.853,Minor,0.0684,100.003,4-Apr,0.618
Anime,Hikaru Utada,Face My Fears - English Version,0CALOqrkXAE7WB2nyIATLk,63,0.0105,0.628,222013,0.751,0,C#,0.119,-7.041,Minor,0.0991,159.965,3-Apr,0.44
Anime,TK from Ling tosite sigure,Unravel,0GLyqTysS0DFoeKjURtB8s,65,0.0495,0.507,238360,0.889,0,G,0.0983,-2.755,Minor,0.086,135.021,4-Apr,0.333
Anime,LiSA,Crossing Field,3mScGCzxiXA9OaHdBeuk7O,58,0.0157,0.447,248947,0.983,0,F,0.276,-2.281,Major,0.268,179.072,4-Apr,0.317
Anime,KANA-BOON,Silhouette,21z1GxeHjfD3qkaF5CgCTO,65,1.05E-05,0.436,240133,0.934,0.136,D,0.321,-2.685,Major,0.0507,91.488,4-Apr,0.383
Anime,UVERworld,Odd Future,0yy8QwH9OOgeF3CBeUDguR,60,0.015,0.694,225907,0.795,0,C,0.114,-4.649,Minor,0.0924,128.036,4-Apr,0.556
Anime,amazarashi,Sora Ni Utaeba,6wZcefZGc6vrd3zLCQoOYe,60,0.0142,0.594,217627,0.951,1.18E-06,F#,0.0965,-1.339,Minor,0.0696,102.04,4-Apr,0.641
Anime,THE ORAL CIGARETTES,Kyouran Hey Kids!!,38kcwx5znepLWCIBID0Bwm,62,0.00318,0.526,250973,0.981,0.00161,G#,0.187,-1.82,Major,0.111,142.016,4-Apr,0.781
Anime,Cö Shu Nie,Asphyxia,49u6NxoLP5S6kfTYLmUfkQ,59,0.0348,0.253,174780,0.932,0,F,0.319,-3.346,Major,0.201,112.409,4-Apr,0.334
Anime,Linked Horizon,Guren no Yumiya,70p3HYq9iHZisJqpDmWd1U,60,0.0232,0.455,310680,0.952,5.65E-05,C#,0.0662,-6.382,Minor,0.0787,90.365,4-Apr,0.332
Anime,Porno Graffitti,The Day,1tjOClAkdMxDfYPO0xvGbG,59,0.000761,0.512,241627,0.933,0,C#,0.342,-4.759,Minor,0.0738,92.998,4-Apr,0.465
Anime,ASIAN KUNG-FU GENERATION,Haruka Kanata,052C0m9kD30nZqcPWPPRqm,59,2.46E-05,0.316,243347,0.951,0.189,C#,0.17,-3.757,Minor,0.112,174.895,4-Apr,0.255
Anime,Linked Horizon,Shinzo wo Sasageyo! - TV Size,27iksNpaur1CcH0w8703by,59,0.246,0.435,90000,0.953,0,C,0.123,-5.327,Major,0.0423,79.959,4-Apr,0.612
Anime,Linked Horizon,Shoukei to Shikabane no Michi [TV Size],0q8WLWTRdN7XcNCoZIxCu9,59,0.226,0.408,90090,0.943,0,C,0.352,-4.579,Minor,0.0913,178.076,4-Apr,0.807
Anime,Hello Sleepwalkers,Goya No Machiawase,5s0AxcVJJD2YYPstMb61ro,57,0.000891,0.406,170640,0.959,0,C,0.327,-3.014,Major,0.0952,94.277,4-Apr,0.571
Anime,LiSA,ADAMAS,7xsTPnzpEcqCQguRxnBxOR,58,0.00906,0.508,225000,0.991,1.28E-05,C#,0.316,-1.768,Minor,0.123,95.524,4-Apr,0.295
Anime,Kenshi Yonezu,Lemon,35KlorpQ6LQVVslvlcu1gN,59,0.366,0.533,256107,0.661,0,B,0.354,-4.924,Major,0.0268,86.978,4-Apr,0.446
Anime,Hikaru Utada,Don't Think Twice,0u2DOByL0CghKtcvSkQAiQ,53,0.639,0.512,273800,0.672,0,G,0.123,-5.856,Minor,0.0456,127.624,3-Apr,0.348
Anime,Yuki Hayashi,You Say Run,0hHc2igYYlSUyZdByauJmB,57,0.00141,0.358,228747,0.947,0.964,G,0.145,-5.102,Major,0.0932,87.508,4-Apr,0.357
Anime,Ikimonogakari,Blue Bird,2XpV9sHBexcNrz0Gyf3l18,61,0.12,0.536,215707,0.966,0,F#,0.0477,-2.93,Minor,0.0557,152.078,4-Apr,0.85
Anime,UVERworld,Touch off,2iscENxaM7EI43TVSyNUjz,57,2.86E-05,0.499,260707,0.891,0.000328,E,0.28,-3.757,Minor,0.046,99.999,4-Apr,0.215
Anime,Hikaru Utada,Simple And Clean,2G8tfTExxzpRKssKzKwDYV,52,0.0514,0.599,300760,0.891,6.50E-05,F,0.921,-4.208,Minor,0.0479,88.003,4-Apr,0.559
Anime,Shiro Sagisu,A Cruel Angel's Thesis - Director's Edit Version,57MPlXPzzMql6fTyldNAxe,51,0.0339,0.646,245093,0.676,1.99E-06,C,0.13,-9.477,Minor,0.0431,128.128,4-Apr,0.59
Anime,FLOW,Sign,1hi0P1Y2he1p09xnUccuAN,58,0.0019,0.368,236427,0.906,0,B,0.344,-2.892,Minor,0.101,177.956,4-Apr,0.692
Anime,Vickeblanka,Black Rover,04LCCxG3pbOYeENiyUc7Xb,58,0.00215,0.599,208300,0.932,0,B,0.146,-5.622,Major,0.0407,102.065,4-Apr,0.539
Anime,Linked Horizon,Shinzo wo Sasageyo!,5uraJqtCBvLpwt3VeomZdq,57,0.22,0.44,341413,0.983,0,C,0.26,-4.36,Major,0.0868,159.968,4-Apr,0.203
Anime,MYTH & ROID,Paradisus-Paradoxum,1JC0r7pvdrdbdJQBYfRc19,52,0.0264,0.384,231107,0.912,0,F,0.149,-4.091,Major,0.103,100.36,4-Apr,0.319
Anime,LiSA,Datte Atashino Hero,1htJGL473Dub5QGKecXi9R,54,0.0275,0.531,234267,0.985,0,G#,0.197,-1.528,Major,0.13,94.467,4-Apr,0.321
Anime,Mili,Rightfully (TV Animation Goblin Slayer opening),73tTDsjutmpFg31yIEvx8B,53,0.00423,0.39,213333,0.724,9.72E-05,E,0.102,-6.015,Minor,0.0635,181.91,4-Apr,0.301
Anime,TK from Ling tosite sigure,Katharsis,0PnrdoLqdpScsUTYd06Zb8,54,0.0388,0.557,262227,0.826,0,G#,0.177,-3.185,Major,0.145,144.275,4-Apr,0.389
Anime,MYTH & ROID,STYX HELIX,376H9fw1l6spwIfiNSDBmJ,52,0.0402,0.591,289573,0.859,1.58E-05,A,0.0596,-5.463,Major,0.0554,122.989,4-Apr,0.328
Anime,Tia,Deal with the devil,2qEIVphvwMEkE35CXxdWAT,54,0.0232,0.492,282547,0.939,0.000196,D,0.304,-1.596,Major,0.158,141.942,4-Apr,0.693
Anime,Hiroyuki Sawano,Attack on Titan,5IzZpz0vA73IIjqFPpXSXP,55,0.00182,0.54,256920,0.608,0.76,D,0.106,-8.498,Major,0.0508,125.01,4-Apr,0.0389
Anime,OxT,Clattanoia,6DQgVAFIpmbXcJoRZbXRLc,50,0.0109,0.48,236187,0.953,0,G,0.142,-2.881,Minor,0.0815,94.913,4-Apr,0.616
Anime,Nightmare,the WORLD,1g0SlTCGN9j3OicWHfSKEn,57,0.00353,0.531,228120,0.904,0,B,0.328,-3.869,Minor,0.0419,94.999,4-Apr,0.753
Anime,RADWIMPS,Zenzenzense - movie ver.,2DLrgv7HhJanCuD8L9uJLR,56,0.000439,0.321,285880,0.906,0,B,0.0862,-3.967,Major,0.141,189.776,4-Apr,0.641
Anime,REOL,????,3KLHSYHSmny4sJo2finqy9,52,0.000423,0.46,257733,0.977,0,C#,0.358,-2.184,Major,0.293,150.06,4-Apr,0.547
Anime,MYTH & ROID,L.L.L.,77tRs6Jx8grzUdJYwEbvdy,50,0.0231,0.558,216187,0.902,1.59E-06,E,0.403,-3.603,Minor,0.107,104.073,4-Apr,0.702
Anime,KANA-BOON,???????,1dsh4buvcBs2u7YtHy29c7,57,0.0002,0.471,262693,0.77,0.00308,F#,0.0974,-3.783,Minor,0.102,174.85,4-Apr,0.529
Anime,Linked Horizon,Jiyuu no Tsubasa,188vCXc4bAejLqGhpEVBGT,55,0.0619,0.373,331947,0.972,3.31E-05,G,0.379,-6.005,Major,0.123,157.433,4-Apr,0.0759
Anime,ASCA,Resister,2lO9sYbtyixyMIlj3TDcuU,54,0.00921,0.48,227573,0.945,0,F,0.145,-3.195,Minor,0.081,91.503,4-Apr,0.396
Anime,Hikaru Utada,Face My Fears - Japanese Version,7nHeBk3OsoBCLlQNpSxEgn,51,0.0135,0.626,222013,0.729,0,C#,0.133,-6.785,Minor,0.102,159.762,3-Apr,0.441
Anime,FLOW,Colors,0ggHt5jwwtMsWME2PDB6a0,53,0.0353,0.458,218493,0.877,0,C#,0.106,-4.229,Major,0.0503,136.034,4-Apr,0.386
Anime,TeddyLoid,"Me!Me!Me!, Pt. 1",5hkfqHuQklmau0dl40iMYD,50,0.000962,0.598,92213,0.883,0.0254,G,0.103,-9.341,Minor,0.0685,125.013,4-Apr,0.402
Anime,BRADIO,Flyers,6VBQ4DF4fwPJNA96RbMQWT,55,0.0167,0.45,210084,0.857,0,F#,0.202,-2.35,Major,0.0398,139.064,4-Apr,0.755
Anime,UVERworld,CORE PRIDE,6VQGwkK0U0YcLJcr348Wqz,54,0.00629,0.468,257560,0.97,0,D,0.253,-2.974,Minor,0.179,92.732,4-Apr,0.499
Anime,LiSA,Gurenge,23DbzwNJSLo7nkSWjODMvY,53,0.00339,0.545,238587,0.979,0.000118,E,0.0775,-2.8,Minor,0.153,135.002,4-Apr,0.309
Anime,BACK-ON,STRIKE BACK,5QSt0jnVuPdQsC9plgW3lz,53,0.00535,0.469,227467,0.942,0,C#,0.306,-2.481,Major,0.0956,179.951,4-Apr,0.589
Anime,LiSA,Rising Hope,4ATrjNUnSvzskzN3HF8cPR,50,0.0659,0.515,253213,0.976,0,G#,0.0707,-2.741,Major,0.386,189.92,4-Apr,0.639
Anime,QUEEN BEE,Fire,3xVCQGla5LLhrwqNS2FcHo,55,0.034,0.521,215973,0.933,2.07E-05,B,0.33,-4.874,Minor,0.179,169.842,4-Apr,0.607
Anime,Mika Nakashima,Kiss of Death (Produced by Hyde),5783FVFtXJMM094CCdHPC5,52,0.000718,0.539,249693,0.915,0,F,0.363,-2.848,Major,0.0703,121.974,4-Apr,0.23
Anime,Hiroyuki Sawano,You See Big Girl / T:T,4dHOnPucB5VBYq3gjRtYy9,53,0.00756,0.186,359347,0.679,0.884,G,0.128,-7.884,Minor,0.0441,86.867,4-Apr,0.227
Anime,ASIAN KUNG-FU GENERATION,Blood Circulator,3xQBvKxm8mdy9OBLiJDcwB,52,0.0494,0.384,222827,0.975,0,C,0.331,-2.854,Major,0.123,180.97,4-Apr,0.298
Anime,REOL,LUVORATORRRRRY!,1AMzUKhF0vCFHZTx8H7OS4,50,0.0169,0.679,204187,0.951,0.0882,F#,0.0176,-3.066,Minor,0.147,128.008,4-Apr,0.945
Anime,REOL,???Loading...,5ZBs9dRavxKAS23WT1MwkQ,49,0.179,0.754,205787,0.988,0,B,0.282,-2.678,Minor,0.176,128.021,4-Apr,0.906
Anime,MADKID,RISE,1p8B91IjEd9fjOPOSsEN75,55,0.0182,0.47,206213,0.932,0,G,0.464,-3.202,Major,0.174,164.981,4-Apr,0.584
Anime,RADWIMPS,Dream lantern,5mEqD00bdFcsiVd0MfvEeF,55,0.0316,0.206,131667,0.871,6.55E-05,G#,0.0596,-5.751,Major,0.419,175.6,3-Apr,0.125
Anime,MAN WITH A MISSION,Seven Deadly Sins,5jCUbYzrTSVlNdhZgiguWF,51,0.00497,0.371,207000,0.967,0,G#,0.223,-1.199,Minor,0.15,142.909,3-Apr,0.345
Anime,FLOW,Go!!!,0GSs0GV34KX7KCpLw9tWjk,53,0.0264,0.599,239333,0.953,0,B,0.212,-4.828,Major,0.0605,133.984,4-Apr,0.921
Anime,RADWIMPS,Sparkle - movie ver.,3A4FRzgve9BjfKbvVXRIFO,55,0.687,0.372,537653,0.426,0.00784,B,0.109,-8.421,Major,0.0339,123.993,4-Apr,0.287
Anime,Aimer,Brave Shine,0f34MnV51uwA1jhPQ2XnDe,54,0.00307,0.365,233493,0.893,6.55E-06,F,0.141,-5.912,Minor,0.0909,171.08,4-Apr,0.46
Anime,BURNOUT SYNDROMES,Fly High!!,1y3Ml1b1c4v3ZdpbWLKD1F,53,0.0133,0.468,244493,0.961,0,B,0.331,-1.434,Major,0.0727,94.646,4-Apr,0.354
Anime,EGOIST,Departures - Anata Ni Okuru Ai No Uta,33w7LgNJIuhs5dhSYZ0do1,48,0.493,0.473,255013,0.431,0,D,0.0752,-8.172,Major,0.0305,143.862,4-Apr,0.283
Anime,RADWIMPS,Nandemonaiya - movie ver.,7dEfa89dZfo6CQPdsgGCF6,55,0.245,0.496,344053,0.462,0,F#,0.282,-6.189,Major,0.0307,167.936,4-Apr,0.514
Anime,Ikimonogakari,Netsujo No Spectrum,1p0WZg4NXoNVGj2AuoLJe7,56,0.0593,0.476,223613,0.902,0,B,0.394,-2.665,Minor,0.0436,160.025,4-Apr,0.746
Anime,Kenshi Yonezu,Loser,7wa1cHqTRdjXZuqo4iigj1,51,0.00463,0.679,243813,0.931,0,C#,0.0652,-3.739,Minor,0.0474,121.007,4-Apr,0.962
Anime,FLOW,Howling,1Iexk6Gy5GJLxeXD5fqf85,54,0.000106,0.507,261547,0.949,0,C,0.087,-1.701,Major,0.0561,99.973,4-Apr,0.49
Anime,LiSA,Catch the Moment,13sxKGMd5RDQYavHyZ8Flw,52,0.0575,0.403,282627,0.978,1.67E-06,G,0.331,-1.875,Major,0.146,190.062,4-Apr,0.443
Anime,RADWIMPS,Katawaredoki,4WedBZTeFawYCBCgfj36iK,49,0.964,0.548,170027,0.0956,0.905,F,0.0933,-14.196,Major,0.0468,129.933,4-Apr,0.22
Anime,Cö Shu Nie,Zettai Zetsumei,5IPMccMIWC5Kuo1tvgNc9k,50,0.0541,0.325,148920,0.936,0,D#,0.0312,-4.539,Minor,0.193,143.035,4-Apr,0.492
Anime,ASIAN KUNG-FU GENERATION,Re: Re:,7gehOKSGfZgjIJSxiyE8oD,50,0.000254,0.464,332240,0.869,0.000403,F#,0.248,-5.05,Minor,0.0502,155.009,4-Apr,0.506
Anime,ZAQ,Seven Doors,74ZcoP9bqvEvCBJrpEQ3T6,50,0.00553,0.596,236653,0.95,0,D,0.291,-2.718,Minor,0.0609,101.463,4-Apr,0.628
Anime,Maretu,Mind brand,2KvhjbZPPtNXTB6wib1rXB,48,0.00806,0.52,259231,0.963,0.000151,A#,0.175,-2.662,Minor,0.0498,155.934,4-Apr,0.567
Anime,Yasuharu Takanashi,FAIRY TAIL Main Theme,7JoZiEMrwjpD18krCV8Czo,51,2.93E-05,0.462,152347,0.9,0.905,D,0.312,-3.578,Minor,0.0393,110.008,4-Apr,0.366
Anime,Aimer,Kataomoi,6g93YtKKHU2H1qIqhLIL0Y,55,0.78,0.619,207360,0.534,0,C#,0.331,-5.974,Major,0.0344,96.986,4-Apr,0.792
Anime,"Fear, and Loathing in Las Vegas",Let Me Hear,5sqkarfxe7UejHTlCtHCLS,55,0.000145,0.175,225547,0.995,2.50E-06,F#,0.214,1.023,Minor,0.211,184.066,4-Apr,0.303
Anime,Hiroyuki Sawano,The Reluctant Heroes,6zSXcvXQ8T74fXm72OpSOb,51,0.00486,0.552,267120,0.804,2.75E-05,B,0.414,-7.233,Minor,0.0968,127.039,4-Apr,0.543
Anime,ASIAN KUNG-FU GENERATION,After Dark,1VKr8751CzE7DB4AuEmS3V,49,0.0023,0.392,192027,0.948,0,C#,0.0653,-3.707,Major,0.0456,190.937,4-Apr,0.593
Anime,Hikaru Utada,Simple And Clean - PLANITb Remix,0NGgGj5L3VztJb3zKIwpRp,45,0.0123,0.661,343493,0.89,0.00189,G#,0.117,-8.021,Major,0.0585,130.047,4-Apr,0.489
Anime,Hikaru Utada,Simple And Clean - Ray Of Hope MIX,68wEEgRMaFv0PXYVgCQrtp,45,0.0393,0.598,333800,0.937,0.045,A#,0.819,-4.669,Major,0.0392,123.693,4-Apr,0.632
Anime,EGOIST,The Everlasting Guilty Crown,76jRSSkd4pLwUflgwSeuB0,46,0.00731,0.35,325320,0.935,1.79E-05,C#,0.339,-4.368,Minor,0.0907,171.993,4-Apr,0.333
Anime,MADKID,FAITH,44lKrkOoVAfim3282BcnUc,52,0.00839,0.531,203507,0.973,0,F,0.326,-2.49,Minor,0.213,156.947,4-Apr,0.64
Anime,Hiroyuki Sawano,Call Your Name,2LYhS0VbCzbE6alAI3Q7Ot,50,0.0145,0.567,268333,0.3,0,B,0.0687,-8.421,Minor,0.0291,141.819,4-Apr,0.196
Anime,Joe Hisaishi,Spirited Away - One Summer's Day,5GQAHsTo4DI71QLAXUo3DV,53,0.949,0.326,292093,0.101,0.882,C,0.0403,-21.534,Major,0.0385,143.289,4-Apr,0.0891
Anime,OxT,GO CRY GO,3QH93rAs2Od0Gbxs2fn4gI,44,0.0134,0.491,219160,0.979,0,A,0.32,-3.197,Major,0.0981,101.03,4-Apr,0.399
Anime,Hiroyuki Sawano,Call of Silence,7k1HoUdskuBhyWvm7hPctM,49,0.642,0.504,178213,0.38,0.857,F#,0.0697,-11.826,Minor,0.037,123.911,4-Apr,0.0535
Anime,Motohiro Hata,???????,3ILmwMefYZoQh5Cf5jeuUQ,51,0.076,0.373,232360,0.914,0,C,0.669,-4.185,Major,0.0565,168.21,4-Apr,0.56
Anime,EGOIST,Namae No Nai Kaibutsu,7M2qLDA7hAwKgyrTjJfI2C,44,0.000236,0.338,317267,0.896,0.000705,A#,0.311,-5.984,Major,0.171,179.832,4-Apr,0.237
Anime,Eir Aoi,Iris,2SsLcXEBuTZYv6mW1a3C53,50,0.109,0.595,247427,0.895,0,A,0.242,-2.619,Minor,0.0504,129.034,4-Apr,0.696
Anime,Kenshi Yonezu,Spirits of the Sea,4HHboK1nN2moxSvQE6Rg3J,50,0.72,0.511,234184,0.387,1.02E-05,A,0.156,-10.435,Major,0.0423,89.906,4-Apr,0.145
Anime,Kenshi Yonezu,Orion,1vAxW4D0wwfLaf12bkqlvB,49,0.103,0.701,281907,0.613,0,G#,0.231,-4.93,Major,0.028,104.021,4-Apr,0.505
Anime,SPYAIR,Imagination,66Aox16AXYiqZum37rTDRG,46,0.00227,0.486,177853,0.936,3.34E-05,C#,0.168,-2.957,Major,0.0546,101.993,4-Apr,0.551
Anime,Shoko Nakagawa,Sorairo Days,7bzzGFwksi98NJfdGXjuav,48,0.00137,0.398,251640,0.971,0.000323,B,0.344,-2.873,Minor,0.125,174.021,4-Apr,0.502
Anime,MYTH & ROID,TRAGEDY:ETERNITY,4lfWouzRu2nxSIV9GV59NM,44,0.00136,0.398,231587,0.864,0,D,0.209,-5.879,Major,0.133,184.853,4-Apr,0.299
Anime,MAXIMUM THE HORMONE,"What's up, people?!",4NPIkDt08kLz70gHOrO5uU,52,0.0329,0.385,250227,0.976,0.00767,G,0.445,-3.788,Major,0.252,160.977,4-Apr,0.206
Anime,ASIAN KUNG-FU GENERATION,Re:Re: - 2016 Rerecorded,4eSSRTR5guMgoLaB4YmFwi,47,2.30E-05,0.449,326960,0.904,0.212,F#,0.14,-5.264,Minor,0.0395,155.047,4-Apr,0.738
Classical,Johann Sebastian Bach,"Cello Suite No. 1 in G Major, BWV 1007: I. Prélude",61dYvvfIRtIDFuqZypPAta,66,0.9,0.257,151480,0.109,0.867,G,0.0762,-21.356,Major,0.0597,75.02,4-Apr,0.307
Classical,Harold Budd,Olancha Farewell,4KyJQKAFvEH4F52qSMuwIF,69,0.992,0.196,138427,0.00687,0.917,G,0.106,-34.255,Major,0.0442,72.125,4-Apr,0.053
Classical,Wolfgang Amadeus Mozart,"Piano Concerto No. 21 in C Major, K. 467 ""Elvira Madigan"": II. Andante",2YarjDYjBJuH63dUIh9OWv,68,0.982,0.194,433800,0.0324,0.961,F,0.0916,-28.215,Major,0.0382,144.13,4-Apr,0.0596
Classical,Ludwig van Beethoven,"Sonata No. 14 ""Moonlight"" in C-Sharp Minor"", Op. 27 No. 2: I. Adagio sostenuto",3DNRdudZ2SstnDCVKFdXxG,68,0.995,0.184,315427,0.00527,0.887,C#,0.173,-37.264,Minor,0.0432,170.612,3-Apr,0.151
Classical,Harold Budd,The Whispers,4VH3rKj1tmhUZtX3U43jBq,68,0.995,0.228,163000,0.00385,0.917,A,0.0858,-35.213,Minor,0.0449,141.201,3-Apr,0.117
Classical,Jóhann Jóhannsson,Flight From The City,3Sy6wgTNEp6vSgLs4EyXAf,66,0.932,0.13,391160,0.086,0.912,A#,0.108,-21.92,Major,0.0373,90.223,4-Apr,0.0375
Classical,DragonForce,Through The Fire And Flames,6nnacTL5on2aVsRhVDNUSo,63,0.00176,0.113,441560,0.951,0.00718,C,0.334,-4.743,Minor,0.129,200.024,4-Apr,0.139
Classical,Harold Budd,The Plateaux Of Mirror - 2004 Digital Remaster,75Q2oWlmhsTiM9KTbjyduU,64,0.988,0.234,253893,0.0138,0.83,G#,0.106,-30.699,Minor,0.0487,91.085,4-Apr,0.0344
Classical,Frédéric Chopin,"Chopin: 24 Preludes, Op. 28: No. 15 in D-Flat Major, ""Raindrop""",4q8f3Ls32PcXE8Ks4V1ufx,65,0.995,0.398,348333,0.00293,0.922,C#,0.0897,-29.481,Major,0.0666,130.464,4-Apr,0.0804
Classical,Harold Budd,Foreshadowed - 2005 Digital Remaster,6vo5a9n1HWYroioj7k6gZS,64,0.992,0.342,232440,0.0314,0.906,D#,0.0767,-25.319,Minor,0.0439,100.022,4-Apr,0.117
Classical,Claude Debussy,Suite bergamasque: Suite bergamasque: III. Clair de lune. Andante très expressif,6N7JzrteJv8lsr1GWYyu0b,65,0.993,0.343,279160,0.0252,0.932,C#,0.0454,-27.013,Major,0.0488,67.207,5-Apr,0.0395
Classical,Wolfgang Amadeus Mozart,"Concerto for Flute & Harp in C Major, K. 299: II. Andantino",32vorozGvLK6PPEpyysMKe,0,0.969,0.235,533320,0.024,0.577,F,0.0889,-27.534,Major,0.0433,93.723,4-Apr,0.105
Classical,Wolfgang Amadeus Mozart,"Clarinet Concerto in A Major, K. 622: II. Adagio",1xVoEzjTl55M37ugGDDeTm,0,0.979,0.0768,439000,0.008,0.0606,D,0.094,-26.25,Major,0.0495,81.163,4-Apr,0.0654
Classical,Wolfgang Amadeus Mozart,"Piano Sonata No. 11 in A Major, K. 331: III. Alla turca",3v5OruWdyeFaEfgFSoSmvh,0,0.974,0.528,214096,0.188,0.959,A,0.143,-16.671,Major,0.0557,126.705,4-Apr,0.868
Classical,Wolfgang Amadeus Mozart,"Oboe Concerto in C Major, K. 314: III. Allegro",0YYKh4qo4uH7UhKtgh6DVj,0,0.965,0.494,365200,0.185,0.955,C,0.0583,-18.148,Major,0.0461,117.663,4-Apr,0.602
Classical,Wolfgang Amadeus Mozart,"Violin Concerto No. 3 in G Major, K. 216: I. Allegro",1Fd6GlsIp1SUt7hTsEjOkc,0,0.944,0.369,540040,0.0819,0.465,G,0.592,-19.679,Major,0.0392,133.743,4-Apr,0.423
Classical,Wolfgang Amadeus Mozart,"Flute Quartet No. 1 in D Major, K. 285: I. Allegro",1qXkRw2lJjQ6xnJcBBF6Xr,0,0.971,0.388,411347,0.147,0.896,D,0.139,-18.226,Major,0.0429,131.953,4-Apr,0.41
Classical,Wolfgang Amadeus Mozart,"Piano Sonata No. 16 in C Major, K. 545 ""Sonata facile"": II. Andante",07wpLlfWVtshuHi5dvafjx,0,0.995,0.359,354164,0.0655,0.857,G,0.0809,-27.828,Major,0.057,160.506,4-Apr,0.37
Classical,Wolfgang Amadeus Mozart,"Violin Concerto No. 3 in G Major, K. 216: II. Adagio",2vTrHWr8jsATELdw0s0Isp,0,0.896,0.115,524907,0.0608,0.26,D,0.0972,-26.801,Major,0.0485,169.681,3-Apr,0.111
Classical,Wolfgang Amadeus Mozart,"Clarinet Quintet in A Major, Op. 108, K. 581: I. Allegro",48yFPoQUWUNB2bJTmQB9jb,0,0.988,0.248,553160,0.0709,0.354,A,0.136,-21.553,Major,0.0444,122.497,4-Apr,0.171
Classical,Wolfgang Amadeus Mozart,"Piano Concerto No. 23 in A Major, K. 488: II. Adagio",60i7X6YEDy43fwo7Jjo4jt,0,0.988,0.245,451867,0.0132,0.892,F#,0.12,-26.487,Minor,0.0358,80.901,3-Apr,0.0523
Classical,Wolfgang Amadeus Mozart,"Oboe Quartet in F Major, K. 370: II. Adagio",1hGqEnU3nSiFyAh1jABd01,0,0.984,0.262,198027,0.156,0.896,A#,0.176,-17.629,Major,0.0432,132.983,4-Apr,0.0473
Classical,Wolfgang Amadeus Mozart,"Violin Concerto No. 3 in G Major, K. 216: III. Rondeau. Allegro",36ZJUBOCI9ejzvERIamkrI,0,0.938,0.429,397093,0.116,0.21,G,0.364,-20.84,Major,0.0446,141.889,3-Apr,0.487
Classical,Wolfgang Amadeus Mozart,"Piano Sonata No. 10 in C Major, K. 330: I. Allegro moderato",4AwUWcxVyaMehfk3JDsTc8,0,0.994,0.359,369160,0.0298,0.931,C,0.0702,-30.033,Major,0.0397,141.49,4-Apr,0.616
Classical,Wolfgang Amadeus Mozart,"Piano Concerto No. 20 in D Minor, K. 466: II. Romance",7hgddJtC8LyDlgG5LZY4cB,0,0.989,0.215,493973,0.0404,0.833,A#,0.118,-24.241,Major,0.0329,94.451,4-Apr,0.112
Classical,Claude Debussy,"Rêverie, L. 68: Rêverie",43bSKCMWHIuBsUVmQcDX1J,65,0.994,0.242,257000,0.00898,0.909,G,0.0814,-31.811,Minor,0.0424,68.88,5-Apr,0.0549
Classical,Claude Debussy,"Clair de Lune, L. 32",5u5aVJKjSMJr4zesMPz7bL,64,0.994,0.335,268000,0.00532,0.912,C#,0.0621,-31.646,Major,0.0376,65.832,4-Apr,0.0397
Classical,Frédéric Chopin,Nocturne en mi bémol majeur opus 9 n°2: Ballade en Sol Mineur No.1,7n92QzQomRCLlciO14X0kd,66,0.99,0.387,268427,0.0451,0.913,D#,0.112,-24.698,Major,0.0364,61.494,4-Apr,0.071
Classical,Franz Schubert,"4 Impromptus, Op.90, D.899: No.4 in A Flat Major: Allegretto",4acoaqSa5dno7qMFExRG2w,64,0.989,0.333,497773,0.0195,0.914,G#,0.131,-26.862,Major,0.0386,68.66,3-Apr,0.0391
Classical,Frédéric Chopin,"Nocturnes, Op. 9: No. 2, Andante in E-Flat Major",5zHfh7X1ioaXz0r534ScWY,0,0.981,0.377,247525,0.113,0.905,D#,0.146,-20.774,Major,0.0427,68.426,3-Apr,0.11
Classical,Frédéric Chopin,"Grande valse brillante, Op. 18",7HmokL6bI4YxNJchaXd66t,0,0.98,0.294,316604,0.152,0.957,G#,0.113,-19.927,Major,0.0385,84.087,4-Apr,0.319
Classical,Frédéric Chopin,"Waltz in A-Flat Major, Op. 42",6VYR60pizHnoDixvwcnBwG,0,0.992,0.363,238733,0.0883,0.9,G#,0.119,-21.348,Major,0.0404,71.272,3-Apr,0.195
Classical,Frédéric Chopin,"Waltzes, Op. 64: No. 1, Molto vivace in D-Flat Major ""Minute Waltz""",3QB7EYptM7yg9Xs5I1nURp,0,0.991,0.295,113120,0.126,0.883,G#,0.21,-23.669,Major,0.034,47.086,4-Apr,0.447
Classical,Frédéric Chopin,"Waltzes, Op. 69: No. 1 in A-Flat Major ""Farewell Waltz""",4U4DBL2Zq1mb6ptnJY5gEu,0,0.996,0.314,217467,0.0257,0.899,G#,0.107,-28.265,Major,0.0423,60.278,4-Apr,0.159
Classical,Frédéric Chopin,"Préludes, Op. 28: No. 15, Sostenuto in D-Flat Major ""Raindrops""",2Hih66JE9AKxxWJJEnh42c,0,0.992,0.375,313640,0.0135,0.921,C#,0.132,-22.472,Major,0.054,77.361,3-Apr,0.065
